song,artist,pk,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
25 Million,Roddy Ricch,25 Million_Roddy Ricch,0.793,0.481,9.0,-9.258,1.0,0.124,0.019,1.09e-06,0.139,0.395,132.202,audio_features,2lUDBd7JrgAMltcp6dcd7D,spotify:track:2lUDBd7JrgAMltcp6dcd7D,https://api.spotify.com/v1/tracks/2lUDBd7JrgAMltcp6dcd7D,https://api.spotify.com/v1/audio-analysis/2lUDBd7JrgAMltcp6dcd7D,204626.0,4.0
Christmas Isn't Canceled (Just You),Kelly Clarkson,Christmas Isn't Canceled (Just You)_Kelly Clarkson,0.58,0.789,1.0,-4.918,0.0,0.0457,0.0429,0.0,0.146,0.572,139.901,audio_features,4zHDuDQx8dcWVmVVtyIzRO,spotify:track:4zHDuDQx8dcWVmVVtyIzRO,https://api.spotify.com/v1/tracks/4zHDuDQx8dcWVmVVtyIzRO,https://api.spotify.com/v1/audio-analysis/4zHDuDQx8dcWVmVVtyIzRO,231549.0,4.0
Moved To Miami,Roddy Ricch Featuring Lil Baby,Moved To Miami_Roddy Ricch Featuring Lil Baby,0.831,0.499,11.0,-8.442,0.0,0.114,0.269,0.0,0.3,0.511,97.956,audio_features,07KXEDMj78x68D884wgVEm,spotify:track:07KXEDMj78x68D884wgVEm,https://api.spotify.com/v1/tracks/07KXEDMj78x68D884wgVEm,https://api.spotify.com/v1/audio-analysis/07KXEDMj78x68D884wgVEm,220487.0,4.0
Hibachi,Roddy Ricch Featuring Kodak Black & 21 Savage,Hibachi_Roddy Ricch Featuring Kodak Black & 21 Savage,0.681,0.522,5.0,-8.74,0.0,0.303,0.0191,0.0,0.415,0.219,172.946,audio_features,7FCDmAel69bzxRkOxbh2dB,spotify:track:7FCDmAel69bzxRkOxbh2dB,https://api.spotify.com/v1/tracks/7FCDmAel69bzxRkOxbh2dB,https://api.spotify.com/v1/audio-analysis/7FCDmAel69bzxRkOxbh2dB,170413.0,4.0
Thailand,Roddy Ricch,Thailand_Roddy Ricch,0.875,0.478,7.0,-10.562,1.0,0.218,0.00717,0.0,0.147,0.409,128.99,audio_features,0qHPxjC83zQYcxe39xSShx,spotify:track:0qHPxjC83zQYcxe39xSShx,https://api.spotify.com/v1/tracks/0qHPxjC83zQYcxe39xSShx,https://api.spotify.com/v1/audio-analysis/0qHPxjC83zQYcxe39xSShx,200959.0,4.0
Do It To It,Acraze Featuring Cherish,Do It To It_Acraze Featuring Cherish,0.854,0.806,11.0,-8.262,0.0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,audio_features,20on25jryn53hWghthWWW3,spotify:track:20on25jryn53hWghthWWW3,https://api.spotify.com/v1/tracks/20on25jryn53hWghthWWW3,https://api.spotify.com/v1/audio-analysis/20on25jryn53hWghthWWW3,157890.0,4.0
Girl Of My Dreams,Juice WRLD & SUGA,Girl Of My Dreams_Juice WRLD & SUGA,0.603,0.771,9.0,-6.336,1.0,0.0627,0.194,0.0,0.13,0.332,139.988,audio_features,59bY27SZQ4r25o02vqOhgC,spotify:track:59bY27SZQ4r25o02vqOhgC,https://api.spotify.com/v1/tracks/59bY27SZQ4r25o02vqOhgC,https://api.spotify.com/v1/audio-analysis/59bY27SZQ4r25o02vqOhgC,226149.0,4.0
Burn,Juice WRLD,Burn_Juice WRLD,0.354,0.475,1.0,-9.333,0.0,0.0425,0.149,0.034,0.21,0.0393,114.975,audio_features,1X8E4vVoOM3BpSQlEDSjjM,spotify:track:1X8E4vVoOM3BpSQlEDSjjM,https://api.spotify.com/v1/tracks/1X8E4vVoOM3BpSQlEDSjjM,https://api.spotify.com/v1/audio-analysis/1X8E4vVoOM3BpSQlEDSjjM,217222.0,4.0
Mistletoe,Justin Bieber,Mistletoe_Justin Bieber,0.657,0.56,6.0,-9.049,0.0,0.0467,0.498,0.0,0.0794,0.854,161.993,audio_features,7xapw9Oy21WpfEcib2ErSA,spotify:track:7xapw9Oy21WpfEcib2ErSA,https://api.spotify.com/v1/tracks/7xapw9Oy21WpfEcib2ErSA,https://api.spotify.com/v1/audio-analysis/7xapw9Oy21WpfEcib2ErSA,182947.0,4.0
Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,Santa Baby_Eartha Kitt With Henri Rene And His Orchestra,0.7,0.139,8.0,-12.346,1.0,0.0607,0.902,0.0,0.185,0.49,84.485,audio_features,1foCxQtxBweJtZmdxhEHVO,spotify:track:1foCxQtxBweJtZmdxhEHVO,https://api.spotify.com/v1/tracks/1foCxQtxBweJtZmdxhEHVO,https://api.spotify.com/v1/audio-analysis/1foCxQtxBweJtZmdxhEHVO,206067.0,4.0
Feline,"Juice WRLD, Polo G & Trippie Redd","Feline_Juice WRLD, Polo G & Trippie Redd",0.575,0.619,0.0,-6.663,1.0,0.322,0.0208,0.0,0.103,0.296,110.109,audio_features,45ttRl8uNtJkop7r9dmP4e,spotify:track:45ttRl8uNtJkop7r9dmP4e,https://api.spotify.com/v1/tracks/45ttRl8uNtJkop7r9dmP4e,https://api.spotify.com/v1/audio-analysis/45ttRl8uNtJkop7r9dmP4e,212204.0,5.0
Rockstar In His Prime,Juice WRLD,Rockstar In His Prime_Juice WRLD,0.685,0.729,7.0,-8.694,0.0,0.15,0.415,0.0,0.196,0.382,170.025,audio_features,2aaUTdC6YQqEZiQEk8wPxK,spotify:track:2aaUTdC6YQqEZiQEk8wPxK,https://api.spotify.com/v1/tracks/2aaUTdC6YQqEZiQEk8wPxK,https://api.spotify.com/v1/audio-analysis/2aaUTdC6YQqEZiQEk8wPxK,180750.0,4.0
You Wouldn't Understand,Juice WRLD,You Wouldn't Understand_Juice WRLD,0.724,0.748,4.0,-4.335,0.0,0.0722,0.0012,0.0,0.132,0.118,158.04,audio_features,0veO6y9anwdVTaRuW7y8NJ,spotify:track:0veO6y9anwdVTaRuW7y8NJ,https://api.spotify.com/v1/tracks/0veO6y9anwdVTaRuW7y8NJ,https://api.spotify.com/v1/audio-analysis/0veO6y9anwdVTaRuW7y8NJ,170792.0,4.0
Doom,Juice WRLD,Doom_Juice WRLD,0.62,0.495,0.0,-7.251,1.0,0.0534,0.016,1.91e-05,0.102,0.122,85.951,audio_features,1GydGCPNYJnCziQZBLE85q,spotify:track:1GydGCPNYJnCziQZBLE85q,https://api.spotify.com/v1/tracks/1GydGCPNYJnCziQZBLE85q,https://api.spotify.com/v1/audio-analysis/1GydGCPNYJnCziQZBLE85q,217488.0,4.0
Go Hard,Juice WRLD,Go Hard_Juice WRLD,0.616,0.463,7.0,-7.666,0.0,0.18,0.611,4.65e-06,0.163,0.0682,145.289,audio_features,6LhB5o2iWjJgNHqock5H3b,spotify:track:6LhB5o2iWjJgNHqock5H3b,https://api.spotify.com/v1/tracks/6LhB5o2iWjJgNHqock5H3b,https://api.spotify.com/v1/audio-analysis/6LhB5o2iWjJgNHqock5H3b,214728.0,4.0
Not Enough,Juice WRLD,Not Enough_Juice WRLD,0.693,0.715,7.0,-6.108,1.0,0.049,0.00369,2.86e-06,0.205,0.323,90.006,audio_features,55ZNNY6D8FkNFAlVceAwIZ,spotify:track:55ZNNY6D8FkNFAlVceAwIZ,https://api.spotify.com/v1/tracks/55ZNNY6D8FkNFAlVceAwIZ,https://api.spotify.com/v1/audio-analysis/55ZNNY6D8FkNFAlVceAwIZ,171830.0,4.0
Man In The Mirror,A Boogie Wit da Hoodie,Man In The Mirror_A Boogie Wit da Hoodie,0.849,0.631,3.0,-4.241,0.0,0.0637,0.171,0.0,0.149,0.55,135.997,audio_features,7uLFOXgLrS90tEYPO1DGXy,spotify:track:7uLFOXgLrS90tEYPO1DGXy,https://api.spotify.com/v1/tracks/7uLFOXgLrS90tEYPO1DGXy,https://api.spotify.com/v1/audio-analysis/7uLFOXgLrS90tEYPO1DGXy,215304.0,4.0
From My Window,Juice WRLD,From My Window_Juice WRLD,0.702,0.514,4.0,-6.674,0.0,0.0432,0.129,0.0,0.104,0.133,76.982,audio_features,4HDQt6Lepj3HpxypbG30Hz,spotify:track:4HDQt6Lepj3HpxypbG30Hz,https://api.spotify.com/v1/tracks/4HDQt6Lepj3HpxypbG30Hz,https://api.spotify.com/v1/audio-analysis/4HDQt6Lepj3HpxypbG30Hz,187212.0,4.0
Relocate,Juice WRLD,Relocate_Juice WRLD,0.706,0.59,10.0,-6.403,1.0,0.0619,0.114,0.0,0.128,0.462,82.973,audio_features,26bkmabhSByGuQgWUqB37J,spotify:track:26bkmabhSByGuQgWUqB37J,https://api.spotify.com/v1/tracks/26bkmabhSByGuQgWUqB37J,https://api.spotify.com/v1/audio-analysis/26bkmabhSByGuQgWUqB37J,208188.0,4.0
Feel Alone,Juice WRLD,Feel Alone_Juice WRLD,0.619,0.622,6.0,-5.874,0.0,0.0461,0.0935,0.0,0.226,0.194,150.062,audio_features,7Jc01x8pxVqgVGxn5jrwui,spotify:track:7Jc01x8pxVqgVGxn5jrwui,https://api.spotify.com/v1/tracks/7Jc01x8pxVqgVGxn5jrwui,https://api.spotify.com/v1/audio-analysis/7Jc01x8pxVqgVGxn5jrwui,230094.0,4.0
I Hate U,SZA,I Hate U_SZA,0.533,0.417,7.0,-8.665,0.0,0.148,0.514,0.0,0.114,0.376,106.534,audio_features,2aJnyNu4PQxQ2lyj5boiMG,spotify:track:2aJnyNu4PQxQ2lyj5boiMG,https://api.spotify.com/v1/tracks/2aJnyNu4PQxQ2lyj5boiMG,https://api.spotify.com/v1/audio-analysis/2aJnyNu4PQxQ2lyj5boiMG,173907.0,5.0
Wandered To LA.,Juice WRLD & Justin Bieber,Wandered To LA._Juice WRLD & Justin Bieber,0.687,0.643,0.0,-4.763,1.0,0.0406,0.0518,3.31e-06,0.11,0.418,135.068,audio_features,2DQayQSTaomynGyTLXzGs0,spotify:track:2DQayQSTaomynGyTLXzGs0,https://api.spotify.com/v1/tracks/2DQayQSTaomynGyTLXzGs0,https://api.spotify.com/v1/audio-analysis/2DQayQSTaomynGyTLXzGs0,188833.0,4.0
Don't Play,Polo G Featuring Lil Baby,Don't Play_Polo G Featuring Lil Baby,0.684,0.624,2.0,-7.414,0.0,0.347,0.239,0.0,0.112,0.708,146.925,audio_features,2QIBJFl8DJR1mDh9GwfZef,spotify:track:2QIBJFl8DJR1mDh9GwfZef,https://api.spotify.com/v1/tracks/2QIBJFl8DJR1mDh9GwfZef,https://api.spotify.com/v1/audio-analysis/2QIBJFl8DJR1mDh9GwfZef,156735.0,4.0
Merry Christmas,Ed Sheeran & Elton John,Merry Christmas_Ed Sheeran & Elton John,0.594,0.935,0.0,-2.018,1.0,0.0357,0.243,2.36e-06,0.102,0.602,113.99,audio_features,3bH2Eu9A9ymI4UnGHRmoXg,spotify:track:3bH2Eu9A9ymI4UnGHRmoXg,https://api.spotify.com/v1/tracks/3bH2Eu9A9ymI4UnGHRmoXg,https://api.spotify.com/v1/audio-analysis/3bH2Eu9A9ymI4UnGHRmoXg,208547.0,4.0
Me Or Sum,"Nardo Wick, Lil Baby & Future","Me Or Sum_Nardo Wick, Lil Baby & Future",0.534,0.573,1.0,-6.757,1.0,0.414,0.00926,0.0,0.136,0.373,160.333,audio_features,2HHLfzE7PkljuqyYU4vwmh,spotify:track:2HHLfzE7PkljuqyYU4vwmh,https://api.spotify.com/v1/tracks/2HHLfzE7PkljuqyYU4vwmh,https://api.spotify.com/v1/audio-analysis/2HHLfzE7PkljuqyYU4vwmh,225533.0,4.0
Young N Dumb,Polo G,Young N Dumb_Polo G,0.465,0.729,3.0,-6.93,0.0,0.237,0.0072,0.0,0.139,0.606,95.001,audio_features,4dZTNKRngStyYNueXCO2FR,spotify:track:4dZTNKRngStyYNueXCO2FR,https://api.spotify.com/v1/tracks/4dZTNKRngStyYNueXCO2FR,https://api.spotify.com/v1/audio-analysis/4dZTNKRngStyYNueXCO2FR,172394.0,5.0
Start Up Again,Polo G Featuring Moneybagg Yo,Start Up Again_Polo G Featuring Moneybagg Yo,0.875,0.601,11.0,-7.191,0.0,0.314,0.0233,0.0,0.14,0.649,124.008,audio_features,4O3bINhkGghgoKsOCr2HNz,spotify:track:4O3bINhkGghgoKsOCr2HNz,https://api.spotify.com/v1/tracks/4O3bINhkGghgoKsOCr2HNz,https://api.spotify.com/v1/audio-analysis/4O3bINhkGghgoKsOCr2HNz,108890.0,4.0
I'll Be Home For Christmas,Camila Cabello,I'll Be Home For Christmas_Camila Cabello,0.259,0.389,7.0,-5.998,1.0,0.0297,0.551,0.0,0.309,0.405,165.844,audio_features,6SiKqI0vm3N5NBjdgM2V9m,spotify:track:6SiKqI0vm3N5NBjdgM2V9m,https://api.spotify.com/v1/tracks/6SiKqI0vm3N5NBjdgM2V9m,https://api.spotify.com/v1/audio-analysis/6SiKqI0vm3N5NBjdgM2V9m,178427.0,4.0
Mercedes,Brent Faiyaz,Mercedes_Brent Faiyaz,0.547,0.619,3.0,-6.485,0.0,0.132,0.0951,2.62e-06,0.0716,0.519,76.285,audio_features,0tkgmjBMU6qSxolAKB3f2H,spotify:track:0tkgmjBMU6qSxolAKB3f2H,https://api.spotify.com/v1/tracks/0tkgmjBMU6qSxolAKB3f2H,https://api.spotify.com/v1/audio-analysis/0tkgmjBMU6qSxolAKB3f2H,233070.0,4.0
Partin Ways,Polo G,Partin Ways_Polo G,0.744,0.439,1.0,-11.891,0.0,0.0632,0.424,0.0,0.104,0.39,124.008,audio_features,5Y3ID1NKAg8qydyVCrM7ji,spotify:track:5Y3ID1NKAg8qydyVCrM7ji,https://api.spotify.com/v1/tracks/5Y3ID1NKAg8qydyVCrM7ji,https://api.spotify.com/v1/audio-analysis/5Y3ID1NKAg8qydyVCrM7ji,170323.0,4.0
By Your Side,Rod Wave,By Your Side_Rod Wave,0.649,0.508,8.0,-10.232,1.0,0.0959,0.0345,3.59e-05,0.0736,0.405,157.975,audio_features,5gUiTylvifZnUrynE4FFPu,spotify:track:5gUiTylvifZnUrynE4FFPu,https://api.spotify.com/v1/tracks/5gUiTylvifZnUrynE4FFPu,https://api.spotify.com/v1/audio-analysis/5gUiTylvifZnUrynE4FFPu,194051.0,4.0
Pick Out A Christmas Tree,Dan + Shay,Pick Out A Christmas Tree_Dan + Shay,0.77,0.623,1.0,-4.393,1.0,0.0322,0.153,0.0,0.0637,0.881,98.998,audio_features,4pA2WvPVvl3VcrQXeaB4qZ,spotify:track:4pA2WvPVvl3VcrQXeaB4qZ,https://api.spotify.com/v1/tracks/4pA2WvPVvl3VcrQXeaB4qZ,https://api.spotify.com/v1/audio-analysis/4pA2WvPVvl3VcrQXeaB4qZ,147720.0,4.0
Christmas Tree Farm (Old Timey Version),Taylor Swift,Christmas Tree Farm (Old Timey Version)_Taylor Swift,0.487,0.486,0.0,-6.548,1.0,0.0334,0.402,0.0,0.401,0.529,129.765,audio_features,7r7j12XctfJqZWXsy1Zq9L,spotify:track:7r7j12XctfJqZWXsy1Zq9L,https://api.spotify.com/v1/tracks/7r7j12XctfJqZWXsy1Zq9L,https://api.spotify.com/v1/audio-analysis/7r7j12XctfJqZWXsy1Zq9L,232656.0,4.0
Always Been You,Jessie Murph,Always Been You_Jessie Murph,0.655,0.572,3.0,-7.666,0.0,0.0535,0.646,1.81e-06,0.0774,0.403,137.12,audio_features,53UMRr4KOgZP5Ins0aGlhs,spotify:track:53UMRr4KOgZP5Ins0aGlhs,https://api.spotify.com/v1/tracks/53UMRr4KOgZP5Ins0aGlhs,https://api.spotify.com/v1/audio-analysis/53UMRr4KOgZP5Ins0aGlhs,131825.0,4.0
Oh My God,Adele,Oh My God_Adele,0.534,0.725,1.0,-3.906,1.0,0.046,0.091,0.0,0.0264,0.55,88.098,audio_features,3Kkjo3cT83cw09VJyrLNwX,spotify:track:3Kkjo3cT83cw09VJyrLNwX,https://api.spotify.com/v1/tracks/3Kkjo3cT83cw09VJyrLNwX,https://api.spotify.com/v1/audio-analysis/3Kkjo3cT83cw09VJyrLNwX,225149.0,4.0
I Drink Wine,Adele,I Drink Wine_Adele,0.437,0.565,10.0,-5.596,1.0,0.0466,0.697,0.0,0.119,0.306,115.389,audio_features,6v0UJD4a2FtleHeSYVX02A,spotify:track:6v0UJD4a2FtleHeSYVX02A,https://api.spotify.com/v1/tracks/6v0UJD4a2FtleHeSYVX02A,https://api.spotify.com/v1/audio-analysis/6v0UJD4a2FtleHeSYVX02A,376169.0,4.0
My Little Love,Adele,My Little Love_Adele,0.339,0.492,1.0,-10.661,1.0,0.0559,0.829,0.00377,0.147,0.102,151.865,audio_features,2DuPBbS5mIldXnh7Wum8Cy,spotify:track:2DuPBbS5mIldXnh7Wum8Cy,https://api.spotify.com/v1/tracks/2DuPBbS5mIldXnh7Wum8Cy,https://api.spotify.com/v1/audio-analysis/2DuPBbS5mIldXnh7Wum8Cy,389107.0,4.0
Can I Get It,Adele,Can I Get It_Adele,0.703,0.68,9.0,-6.118,0.0,0.0431,0.0171,0.0,0.178,0.536,97.985,audio_features,6w8ZPYdnGajyfPddTWdthN,spotify:track:6w8ZPYdnGajyfPddTWdthN,https://api.spotify.com/v1/tracks/6w8ZPYdnGajyfPddTWdthN,https://api.spotify.com/v1/audio-analysis/6w8ZPYdnGajyfPddTWdthN,210384.0,4.0
To Be Loved,Adele,To Be Loved_Adele,0.356,0.176,8.0,-8.291,1.0,0.0391,0.843,0.0,0.231,0.289,170.425,audio_features,10ImcQk9tihY1EKMDIbvXJ,spotify:track:10ImcQk9tihY1EKMDIbvXJ,https://api.spotify.com/v1/tracks/10ImcQk9tihY1EKMDIbvXJ,https://api.spotify.com/v1/audio-analysis/10ImcQk9tihY1EKMDIbvXJ,403962.0,1.0
Strangers By Nature,Adele,Strangers By Nature_Adele,0.387,0.253,5.0,-8.901,1.0,0.0336,0.798,0.000159,0.0848,0.134,68.004,audio_features,13CVSGLSFl4UxpDVR6u3dq,spotify:track:13CVSGLSFl4UxpDVR6u3dq,https://api.spotify.com/v1/tracks/13CVSGLSFl4UxpDVR6u3dq,https://api.spotify.com/v1/audio-analysis/13CVSGLSFl4UxpDVR6u3dq,182163.0,5.0
Cry Your Heart Out,Adele,Cry Your Heart Out_Adele,0.756,0.713,7.0,-6.917,1.0,0.102,0.523,3.35e-06,0.248,0.59,125.064,audio_features,09u787BYeYIGd2mFIJ505t,spotify:track:09u787BYeYIGd2mFIJ505t,https://api.spotify.com/v1/tracks/09u787BYeYIGd2mFIJ505t,https://api.spotify.com/v1/audio-analysis/09u787BYeYIGd2mFIJ505t,255278.0,4.0
Hold On,Adele,Hold On_Adele,0.366,0.364,0.0,-7.814,1.0,0.0433,0.858,1.15e-05,0.165,0.459,165.902,audio_features,6bGMSP3H9YqkmaLnaJTIoF,spotify:track:6bGMSP3H9YqkmaLnaJTIoF,https://api.spotify.com/v1/tracks/6bGMSP3H9YqkmaLnaJTIoF,https://api.spotify.com/v1/audio-analysis/6bGMSP3H9YqkmaLnaJTIoF,366004.0,4.0
abcdefu,GAYLE,abcdefu_GAYLE,0.671,0.599,4.0,-6.18,1.0,0.0405,0.0658,0.0,0.101,0.448,121.849,audio_features,1EQFOouqdKYdpbNoOHRVO2,spotify:track:1EQFOouqdKYdpbNoOHRVO2,https://api.spotify.com/v1/tracks/1EQFOouqdKYdpbNoOHRVO2,https://api.spotify.com/v1/audio-analysis/1EQFOouqdKYdpbNoOHRVO2,159836.0,3.0
All Night Parking (Interlude),Adele With Erroll Garner,All Night Parking (Interlude)_Adele With Erroll Garner,0.734,0.497,8.0,-9.666,1.0,0.166,0.67,2.35e-05,0.194,0.307,127.989,audio_features,496vIKS2INz840xZaKncvR,spotify:track:496vIKS2INz840xZaKncvR,https://api.spotify.com/v1/tracks/496vIKS2INz840xZaKncvR,https://api.spotify.com/v1/audio-analysis/496vIKS2INz840xZaKncvR,161829.0,3.0
Woman Like Me,Adele,Woman Like Me_Adele,0.594,0.37,4.0,-10.561,0.0,0.173,0.749,3.2e-05,0.132,0.329,145.601,audio_features,2c6xRsQBv7pynuhYhWoHxo,spotify:track:2c6xRsQBv7pynuhYhWoHxo,https://api.spotify.com/v1/tracks/2c6xRsQBv7pynuhYhWoHxo,https://api.spotify.com/v1/audio-analysis/2c6xRsQBv7pynuhYhWoHxo,300248.0,4.0
Love Is A Game,Adele,Love Is A Game_Adele,0.269,0.591,10.0,-5.79,0.0,0.0416,0.453,0.000695,0.0702,0.228,183.793,audio_features,2j3GxEsbNYNeEzz86wDY4J,spotify:track:2j3GxEsbNYNeEzz86wDY4J,https://api.spotify.com/v1/tracks/2j3GxEsbNYNeEzz86wDY4J,https://api.spotify.com/v1/audio-analysis/2j3GxEsbNYNeEzz86wDY4J,403044.0,4.0
God's Country,State Of Mine & Drew Jacobs,God's Country_State Of Mine & Drew Jacobs,0.418,0.888,5.0,-3.594,0.0,0.0481,0.0033,0.0,0.0957,0.23,139.951,audio_features,0nnsBvdSmaGfphj44qiFRl,spotify:track:0nnsBvdSmaGfphj44qiFRl,https://api.spotify.com/v1/tracks/0nnsBvdSmaGfphj44qiFRl,https://api.spotify.com/v1/audio-analysis/0nnsBvdSmaGfphj44qiFRl,210857.0,4.0
Enemy,Imagine Dragons X JID,Enemy_Imagine Dragons X JID,0.728,0.783,11.0,-4.424,0.0,0.266,0.237,0.0,0.434,0.555,77.011,audio_features,3CIyK1V4JEJkg02E4EJnDl,spotify:track:3CIyK1V4JEJkg02E4EJnDl,https://api.spotify.com/v1/tracks/3CIyK1V4JEJkg02E4EJnDl,https://api.spotify.com/v1/audio-analysis/3CIyK1V4JEJkg02E4EJnDl,173381.0,4.0
Heart On Fire,Eric Church,Heart On Fire_Eric Church,0.653,0.927,8.0,-4.699,1.0,0.0289,0.0352,4.47e-05,0.0966,0.894,119.97,audio_features,0ysCB1Jg4hli0XlEWlipo7,spotify:track:0ysCB1Jg4hli0XlEWlipo7,https://api.spotify.com/v1/tracks/0ysCB1Jg4hli0XlEWlipo7,https://api.spotify.com/v1/audio-analysis/0ysCB1Jg4hli0XlEWlipo7,258800.0,4.0
All Too Well (Taylor's Version),Taylor Swift,All Too Well (Taylor's Version)_Taylor Swift,0.44,0.528,0.0,-7.809,1.0,0.0317,0.0171,0.00203,0.234,0.132,185.972,audio_features,3nsfB1vus2qaloUdcBZvDu,spotify:track:3nsfB1vus2qaloUdcBZvDu,https://api.spotify.com/v1/tracks/3nsfB1vus2qaloUdcBZvDu,https://api.spotify.com/v1/audio-analysis/3nsfB1vus2qaloUdcBZvDu,329160.0,4.0
State Of Grace (Taylor's Version),Taylor Swift,State Of Grace (Taylor's Version)_Taylor Swift,0.594,0.713,9.0,-5.314,1.0,0.0503,0.000328,0.0,0.114,0.328,129.958,audio_features,5lFDIbYMcFHPPgzMcnPqSz,spotify:track:5lFDIbYMcFHPPgzMcnPqSz,https://api.spotify.com/v1/tracks/5lFDIbYMcFHPPgzMcnPqSz,https://api.spotify.com/v1/audio-analysis/5lFDIbYMcFHPPgzMcnPqSz,295413.0,4.0
Already Dead,Juice WRLD,Already Dead_Juice WRLD,0.744,0.495,1.0,-6.311,1.0,0.0634,0.0216,0.0,0.111,0.128,83.51,audio_features,1hB3M3POeKMLxcEFEvPeqU,spotify:track:1hB3M3POeKMLxcEFEvPeqU,https://api.spotify.com/v1/tracks/1hB3M3POeKMLxcEFEvPeqU,https://api.spotify.com/v1/audio-analysis/1hB3M3POeKMLxcEFEvPeqU,231221.0,4.0
I Bet You Think About Me (Taylor's Version) (From The Vault),Taylor Swift Featuring Chris Stapleton,I Bet You Think About Me (Taylor's Version) (From The Vault)_Taylor Swift Featuring Chris Stapleton,0.535,0.948,6.0,-4.19,0.0,0.0356,0.00225,0.0,0.376,0.778,103.183,audio_features,3DQVgcqaP3iSMbaKsd57l5,spotify:track:3DQVgcqaP3iSMbaKsd57l5,https://api.spotify.com/v1/tracks/3DQVgcqaP3iSMbaKsd57l5,https://api.spotify.com/v1/audio-analysis/3DQVgcqaP3iSMbaKsd57l5,173680.0,4.0
Red (Taylor's Version),Taylor Swift,Red (Taylor's Version)_Taylor Swift,0.516,0.777,1.0,-4.908,0.0,0.0375,0.00108,1.62e-06,0.0761,0.408,125.047,audio_features,4OAuvHryIVv4kMDNSLuPt6,spotify:track:4OAuvHryIVv4kMDNSLuPt6,https://api.spotify.com/v1/tracks/4OAuvHryIVv4kMDNSLuPt6,https://api.spotify.com/v1/audio-analysis/4OAuvHryIVv4kMDNSLuPt6,223093.0,4.0
Nothing New (Taylor's Version) (From The Vault),Taylor Swift Featuring Phoebe Bridgers,Nothing New (Taylor's Version) (From The Vault)_Taylor Swift Featuring Phoebe Bridgers,0.606,0.377,0.0,-9.455,1.0,0.0275,0.817,0.0,0.154,0.446,101.96,audio_features,01K4zKU104LyJ8gMb7227B,spotify:track:01K4zKU104LyJ8gMb7227B,https://api.spotify.com/v1/tracks/01K4zKU104LyJ8gMb7227B,https://api.spotify.com/v1/audio-analysis/01K4zKU104LyJ8gMb7227B,258813.0,4.0
Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,Message In A Bottle (Taylor's Version) (From The Vault)_Taylor Swift,0.622,0.791,7.0,-6.106,1.0,0.0535,0.00188,3.72e-06,0.083,0.494,115.915,audio_features,3z6XUommYDWPHeFhmhhT6j,spotify:track:3z6XUommYDWPHeFhmhhT6j,https://api.spotify.com/v1/tracks/3z6XUommYDWPHeFhmhhT6j,https://api.spotify.com/v1/audio-analysis/3z6XUommYDWPHeFhmhhT6j,225960.0,4.0
I Knew You Were Trouble (Taylor's Version),Taylor Swift,I Knew You Were Trouble (Taylor's Version)_Taylor Swift,0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,audio_features,6AtZLIzUINvExIUy4QhdjP,spotify:track:6AtZLIzUINvExIUy4QhdjP,https://api.spotify.com/v1/tracks/6AtZLIzUINvExIUy4QhdjP,https://api.spotify.com/v1/audio-analysis/6AtZLIzUINvExIUy4QhdjP,219760.0,4.0
Run (Taylor's Version) (From The Vault),Taylor Swift Featuring Ed Sheeran,Run (Taylor's Version) (From The Vault)_Taylor Swift Featuring Ed Sheeran,0.61,0.488,3.0,-6.918,1.0,0.0293,0.817,0.0,0.312,0.443,125.039,audio_features,4IQkfUsrwXol38VV3U7t7T,spotify:track:4IQkfUsrwXol38VV3U7t7T,https://api.spotify.com/v1/tracks/4IQkfUsrwXol38VV3U7t7T,https://api.spotify.com/v1/audio-analysis/4IQkfUsrwXol38VV3U7t7T,240227.0,4.0
Bad Man (Smooth Criminal),Polo G,Bad Man (Smooth Criminal)_Polo G,0.882,0.662,0.0,-6.382,1.0,0.242,0.0124,0.0,0.106,0.57,120.034,audio_features,62l3NSQPUxvcwwzKUmysrE,spotify:track:62l3NSQPUxvcwwzKUmysrE,https://api.spotify.com/v1/tracks/62l3NSQPUxvcwwzKUmysrE,https://api.spotify.com/v1/audio-analysis/62l3NSQPUxvcwwzKUmysrE,106000.0,4.0
Better Man (Taylor's Version) (From The Vault),Taylor Swift,Better Man (Taylor's Version) (From The Vault)_Taylor Swift,0.473,0.579,4.0,-5.824,1.0,0.0384,0.214,0.0,0.0877,0.255,73.942,audio_features,4OmFmE0fzcMG6g0Y8p4eSD,spotify:track:4OmFmE0fzcMG6g0Y8p4eSD,https://api.spotify.com/v1/tracks/4OmFmE0fzcMG6g0Y8p4eSD,https://api.spotify.com/v1/audio-analysis/4OmFmE0fzcMG6g0Y8p4eSD,297013.0,4.0
