date,rank,song,artist,pk
2020-11-07,65,Ain't Always The Cowboy,Jon Pardi,Ain't Always The Cowboy_Jon Pardi
2020-11-07,66,U 2 Luv,Ne-Yo & Jeremih,U 2 Luv_Ne-Yo & Jeremih
2020-11-07,67,"Big, Big Plans",Chris Lane,"Big, Big Plans_Chris Lane"
2020-11-07,68,Hit Different,SZA Featuring Ty Dolla $ign,Hit Different_SZA Featuring Ty Dolla $ign
2020-11-07,69,The Other Guy,Luke Combs,The Other Guy_Luke Combs
2020-11-07,70,Damage,H.E.R.,Damage_H.E.R.
2020-11-07,71,Heather,Conan Gray,Heather_Conan Gray
2020-11-07,72,Don't Stop,Megan Thee Stallion Featuring Young Thug,Don't Stop_Megan Thee Stallion Featuring Young Thug
2020-11-07,73,Martin & Gina,Polo G,Martin & Gina_Polo G
2020-11-07,74,Golden,Harry Styles,Golden_Harry Styles
2020-11-07,75,B.S.,Jhene Aiko Featuring H.E.R.,B.S._Jhene Aiko Featuring H.E.R.
2020-11-07,76,Back To The Streets,Saweetie Featuring Jhene Aiko,Back To The Streets_Saweetie Featuring Jhene Aiko
2020-11-07,77,So Done,The Kid LAROI,So Done_The Kid LAROI
2020-11-07,78,Without You,Luke Combs Featuring Amanda Shires,Without You_Luke Combs Featuring Amanda Shires
2020-11-07,79,Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko","Relacion_Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko"
2020-11-07,80,Put Your Records On,Ritt Momney,Put Your Records On_Ritt Momney
2020-11-07,81,Good Time,Niko Moon,Good Time_Niko Moon
2020-11-07,82,The Bigger Picture,Lil Baby,The Bigger Picture_Lil Baby
2020-11-07,83,Blind,DaBaby Featuring Young Thug,Blind_DaBaby Featuring Young Thug
2020-11-07,84,Cold As You,Luke Combs,Cold As You_Luke Combs
2020-11-07,85,Kacey Talk,YoungBoy Never Broke Again,Kacey Talk_YoungBoy Never Broke Again
2020-11-07,86,Practice,DaBaby,Practice_DaBaby
2020-11-07,87,Hole In The Bottle,Kelsea Ballerini,Hole In The Bottle_Kelsea Ballerini
2020-11-07,88,Whole Lotta Choppas,Sada Baby Featuring Nicki Minaj,Whole Lotta Choppas_Sada Baby Featuring Nicki Minaj
2020-11-07,89,You're Mines Still,Yung Bleu Featuring Drake,You're Mines Still_Yung Bleu Featuring Drake
2020-11-07,90,Champagne Night,Lady A,Champagne Night_Lady A
2020-11-07,91,Greece,DJ Khaled Featuring Drake,Greece_DJ Khaled Featuring Drake
2020-11-07,92,Happy Does,Kenny Chesney,Happy Does_Kenny Chesney
2020-11-07,93,Throat Baby (Go Baby),BRS Kash,Throat Baby (Go Baby)_BRS Kash
2020-11-07,94,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy","Un Dia (One Day)_J Balvin, Dua Lipa, Bad Bunny & Tainy"
2020-11-07,95,Do It,Chloe X Halle,Do It_Chloe X Halle
2020-11-07,96,Cardigan,Taylor Swift,Cardigan_Taylor Swift
2020-11-07,97,Forget Me Too,Machine Gun Kelly & Halsey,Forget Me Too_Machine Gun Kelly & Halsey
2020-11-07,98,La Toxica,Farruko,La Toxica_Farruko
2020-11-07,99,Head & Heart,Joel Corry X MNEK,Head & Heart_Joel Corry X MNEK
2020-11-07,100,"Wine, Beer, Whiskey",Little Big Town,"Wine, Beer, Whiskey_Little Big Town"
2020-10-31,1,Mood,24kGoldn Featuring iann dior,Mood_24kGoldn Featuring iann dior
2020-10-31,2,WAP,Cardi B Featuring Megan Thee Stallion,WAP_Cardi B Featuring Megan Thee Stallion
2020-10-31,3,Laugh Now Cry Later,Drake Featuring Lil Durk,Laugh Now Cry Later_Drake Featuring Lil Durk
2020-10-31,4,Blinding Lights,The Weeknd,Blinding Lights_The Weeknd
2020-10-31,5,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat)_Jawsh 685 x Jason Derulo
2020-10-31,6,I Hope,Gabby Barrett Featuring Charlie Puth,I Hope_Gabby Barrett Featuring Charlie Puth
2020-10-31,7,Dynamite,BTS,Dynamite_BTS
2020-10-31,8,Rockstar,DaBaby Featuring Roddy Ricch,Rockstar_DaBaby Featuring Roddy Ricch
2020-10-31,9,Holy,Justin Bieber Featuring Chance The Rapper,Holy_Justin Bieber Featuring Chance The Rapper
2020-10-31,10,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,Lemonade_Internet Money & Gunna Featuring Don Toliver & NAV
2020-10-31,11,Watermelon Sugar,Harry Styles,Watermelon Sugar_Harry Styles
2020-10-31,12,Before You Go,Lewis Capaldi,Before You Go_Lewis Capaldi
2020-10-31,13,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,For The Night_Pop Smoke Featuring Lil Baby & DaBaby
2020-10-31,14,Lonely,Justin Bieber & benny blanco,Lonely_Justin Bieber & benny blanco
2020-10-31,15,Go Crazy,Chris Brown & Young Thug,Go Crazy_Chris Brown & Young Thug
2020-10-31,16,Got What I Got,Jason Aldean,Got What I Got_Jason Aldean
2020-10-31,17,One Of Them Girls,Lee Brice,One Of Them Girls_Lee Brice
2020-10-31,18,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne","Whats Poppin_Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne"
2020-10-31,19,Circles,Post Malone,Circles_Post Malone
2020-10-31,20,Be Like That,Kane Brown With Swae Lee & Khalid,Be Like That_Kane Brown With Swae Lee & Khalid
2020-10-31,21,Dreams,Fleetwood Mac,Dreams_Fleetwood Mac
2020-10-31,22,Come & Go,Juice WRLD x Marshmello,Come & Go_Juice WRLD x Marshmello
2020-10-31,23,Said Sum,Moneybagg Yo,Said Sum_Moneybagg Yo
2020-10-31,24,Kings & Queens,Ava Max,Kings & Queens_Ava Max
2020-10-31,25,What You Know Bout Love,Pop Smoke,What You Know Bout Love_Pop Smoke
2020-10-31,26,Bang!,AJR,Bang!_AJR
2020-10-31,27,ily,Surf Mesa Featuring Emilee,ily_Surf Mesa Featuring Emilee
2020-10-31,28,More Than My Hometown,Morgan Wallen,More Than My Hometown_Morgan Wallen
2020-10-31,29,Some Girls,Jameson Rodgers,Some Girls_Jameson Rodgers
2020-10-31,30,Wonder,Shawn Mendes,Wonder_Shawn Mendes
2020-10-31,31,Adore You,Harry Styles,Adore You_Harry Styles
2020-10-31,32,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,The Woo_Pop Smoke Featuring 50 Cent & Roddy Ricch
2020-10-31,33,Roses,SAINt JHN,Roses_SAINt JHN
2020-10-31,34,Break My Heart,Dua Lipa,Break My Heart_Dua Lipa
2020-10-31,35,Whole Lotta Choppas,Sada Baby Featuring Nicki Minaj,Whole Lotta Choppas_Sada Baby Featuring Nicki Minaj
2020-10-31,36,Don't Start Now,Dua Lipa,Don't Start Now_Dua Lipa
2020-10-31,37,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,One Beer_HARDY Featuring Lauren Alaina & Devin Dawson
2020-10-31,38,Rags2Riches,Rod Wave Featuring ATR Son Son,Rags2Riches_Rod Wave Featuring ATR Son Son
2020-10-31,39,Franchise,Travis Scott Featuring Young Thug & M.I.A.,Franchise_Travis Scott Featuring Young Thug & M.I.A.
2020-10-31,40,Mood Swings,Pop Smoke Featuring Lil Tjay,Mood Swings_Pop Smoke Featuring Lil Tjay
2020-10-31,41,Love You Like I Used To,Russell Dickerson,Love You Like I Used To_Russell Dickerson
2020-10-31,42,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,Mr. Right Now_21 Savage & Metro Boomin Featuring Drake
2020-10-31,43,I Should Probably Go To Bed,Dan + Shay,I Should Probably Go To Bed_Dan + Shay
2020-10-31,44,Pretty Heart,Parker McCollum,Pretty Heart_Parker McCollum
2020-10-31,45,Lovin' On You,Luke Combs,Lovin' On You_Luke Combs
2020-10-31,46,Popstar,DJ Khaled Featuring Drake,Popstar_DJ Khaled Featuring Drake
2020-10-31,47,Levitating,Dua Lipa,Levitating_Dua Lipa
2020-10-31,48,Midnight Sky,Miley Cyrus,Midnight Sky_Miley Cyrus
2020-10-31,49,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,Happy Anywhere_Blake Shelton Featuring Gwen Stefani
2020-10-31,50,Runnin,21 Savage & Metro Boomin,Runnin_21 Savage & Metro Boomin
2020-10-31,51,24,Money Man Featuring Lil Baby,24_Money Man Featuring Lil Baby
2020-10-31,52,You're Mines Still,Yung Bleu Featuring Drake,You're Mines Still_Yung Bleu Featuring Drake
2020-10-31,53,Tap In,Saweetie,Tap In_Saweetie
2020-10-31,54,My Ex's Best Friend,Machine Gun Kelly X blackbear,My Ex's Best Friend_Machine Gun Kelly X blackbear
2020-10-31,55,Wishing Well,Juice WRLD,Wishing Well_Juice WRLD
2020-10-31,56,Everywhere But On,Matt Stell,Everywhere But On_Matt Stell
2020-10-31,57,Better Together,Luke Combs,Better Together_Luke Combs
2020-10-31,58,You Broke Me First.,Tate McRae,You Broke Me First._Tate McRae
2020-10-31,59,Hawai,Maluma & The Weeknd,Hawai_Maluma & The Weeknd
2020-10-31,60,Diamonds,Sam Smith,Diamonds_Sam Smith
2020-10-31,61,7 Summers,Morgan Wallen,7 Summers_Morgan Wallen
2020-10-31,62,Ain't Always The Cowboy,Jon Pardi,Ain't Always The Cowboy_Jon Pardi
2020-10-31,63,Don't Stop,Megan Thee Stallion Featuring Young Thug,Don't Stop_Megan Thee Stallion Featuring Young Thug
2020-10-31,64,Heather,Conan Gray,Heather_Conan Gray
2020-10-31,65,Starting Over,Chris Stapleton,Starting Over_Chris Stapleton
2020-10-31,66,Hit Different,SZA Featuring Ty Dolla $ign,Hit Different_SZA Featuring Ty Dolla $ign
2020-10-31,67,Martin & Gina,Polo G,Martin & Gina_Polo G
2020-10-31,68,"Big, Big Plans",Chris Lane,"Big, Big Plans_Chris Lane"
2020-10-31,69,B.S.,Jhene Aiko Featuring H.E.R.,B.S._Jhene Aiko Featuring H.E.R.
2020-10-31,70,U 2 Luv,Ne-Yo & Jeremih,U 2 Luv_Ne-Yo & Jeremih
2020-10-31,71,Hate The Way,G-Eazy Featuring blackbear,Hate The Way_G-Eazy Featuring blackbear
2020-10-31,72,The Bigger Picture,Lil Baby,The Bigger Picture_Lil Baby
2020-10-31,73,Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko","Relacion_Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko"
2020-10-31,74,Good Time,Niko Moon,Good Time_Niko Moon
2020-10-31,75,Do It,Chloe X Halle,Do It_Chloe X Halle
2020-10-31,76,Greece,DJ Khaled Featuring Drake,Greece_DJ Khaled Featuring Drake
2020-10-31,77,Kacey Talk,YoungBoy Never Broke Again,Kacey Talk_YoungBoy Never Broke Again
2020-10-31,78,Blind,DaBaby Featuring Young Thug,Blind_DaBaby Featuring Young Thug
2020-10-31,79,Put Your Records On,Ritt Momney,Put Your Records On_Ritt Momney
2020-10-31,80,OK Not To Be OK,Marshmello & Demi Lovato,OK Not To Be OK_Marshmello & Demi Lovato
2020-10-31,81,Canceled,Larray,Canceled_Larray
2020-10-31,82,Glock In My Lap,21 Savage & Metro Boomin,Glock In My Lap_21 Savage & Metro Boomin
2020-10-31,83,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy","Un Dia (One Day)_J Balvin, Dua Lipa, Bad Bunny & Tainy"
2020-10-31,84,Ice Cream,BLACKPINK X Selena Gomez,Ice Cream_BLACKPINK X Selena Gomez
2020-10-31,85,Happy Does,Kenny Chesney,Happy Does_Kenny Chesney
2020-10-31,86,Smile,Juice WRLD & The Weeknd,Smile_Juice WRLD & The Weeknd
2020-10-31,87,Breaking Me,Topic & A7S,Breaking Me_Topic & A7S
2020-10-31,88,Cardigan,Taylor Swift,Cardigan_Taylor Swift
2020-10-31,89,Girls In The Hood,Megan Thee Stallion,Girls In The Hood_Megan Thee Stallion
2020-10-31,90,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,3 Headed Goat_Lil Durk Featuring Lil Baby & Polo G
2020-10-31,91,I Called Mama,Tim McGraw,I Called Mama_Tim McGraw
2020-10-31,92,Bloody Valentine,Machine Gun Kelly,Bloody Valentine_Machine Gun Kelly
2020-10-31,93,Throat Baby (Go Baby),BRS Kash,Throat Baby (Go Baby)_BRS Kash
2020-10-31,94,Hole In The Bottle,Kelsea Ballerini,Hole In The Bottle_Kelsea Ballerini
2020-10-31,95,La Jeepeta,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,La Jeepeta_Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka
2020-10-31,96,Caramelo,Ozuna x Karol G x Myke Towers,Caramelo_Ozuna x Karol G x Myke Towers
2020-10-31,97,Pardon,T.I. Featuring Lil Baby,Pardon_T.I. Featuring Lil Baby
2020-10-31,98,One Too Many,Keith Urban Duet With P!nk,One Too Many_Keith Urban Duet With P!nk
2020-10-31,99,Dollaz On My Head,Gunna Featuring Young Thug,Dollaz On My Head_Gunna Featuring Young Thug
2020-10-31,100,Champagne Night,Lady A,Champagne Night_Lady A
2020-10-24,1,Mood,24kGoldn Featuring iann dior,Mood_24kGoldn Featuring iann dior
2020-10-24,2,WAP,Cardi B Featuring Megan Thee Stallion,WAP_Cardi B Featuring Megan Thee Stallion
2020-10-24,3,Laugh Now Cry Later,Drake Featuring Lil Durk,Laugh Now Cry Later_Drake Featuring Lil Durk
2020-10-24,4,Blinding Lights,The Weeknd,Blinding Lights_The Weeknd
2020-10-24,5,Dynamite,BTS,Dynamite_BTS
2020-10-24,6,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat)_Jawsh 685 x Jason Derulo
2020-10-24,7,Rockstar,DaBaby Featuring Roddy Ricch,Rockstar_DaBaby Featuring Roddy Ricch
2020-10-24,8,I Hope,Gabby Barrett Featuring Charlie Puth,I Hope_Gabby Barrett Featuring Charlie Puth
2020-10-24,9,Watermelon Sugar,Harry Styles,Watermelon Sugar_Harry Styles
2020-10-24,10,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,Lemonade_Internet Money & Gunna Featuring Don Toliver & NAV
2020-10-24,11,Before You Go,Lewis Capaldi,Before You Go_Lewis Capaldi
2020-10-24,12,Dreams,Fleetwood Mac,Dreams_Fleetwood Mac
2020-10-24,13,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,For The Night_Pop Smoke Featuring Lil Baby & DaBaby
2020-10-24,14,Holy,Justin Bieber Featuring Chance The Rapper,Holy_Justin Bieber Featuring Chance The Rapper
2020-10-24,15,Go Crazy,Chris Brown & Young Thug,Go Crazy_Chris Brown & Young Thug
2020-10-24,16,Got What I Got,Jason Aldean,Got What I Got_Jason Aldean
2020-10-24,17,One Of Them Girls,Lee Brice,One Of Them Girls_Lee Brice
2020-10-24,18,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne","Whats Poppin_Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne"
2020-10-24,19,Circles,Post Malone,Circles_Post Malone
2020-10-24,20,Be Like That,Kane Brown With Swae Lee & Khalid,Be Like That_Kane Brown With Swae Lee & Khalid
2020-10-24,21,Come & Go,Juice WRLD x Marshmello,Come & Go_Juice WRLD x Marshmello
2020-10-24,22,Wonder,Shawn Mendes,Wonder_Shawn Mendes
2020-10-24,23,Franchise,Travis Scott Featuring Young Thug & M.I.A.,Franchise_Travis Scott Featuring Young Thug & M.I.A.
2020-10-24,24,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,Mr. Right Now_21 Savage & Metro Boomin Featuring Drake
2020-10-24,25,Adore You,Harry Styles,Adore You_Harry Styles
2020-10-24,26,Bang!,AJR,Bang!_AJR
2020-10-24,27,Break My Heart,Dua Lipa,Break My Heart_Dua Lipa
2020-10-24,28,ily,Surf Mesa Featuring Emilee,ily_Surf Mesa Featuring Emilee
2020-10-24,29,What You Know Bout Love,Pop Smoke,What You Know Bout Love_Pop Smoke
2020-10-24,30,More Than My Hometown,Morgan Wallen,More Than My Hometown_Morgan Wallen
2020-10-24,31,Roses,SAINt JHN,Roses_SAINt JHN
2020-10-24,32,Kings & Queens,Ava Max,Kings & Queens_Ava Max
2020-10-24,33,Said Sum,Moneybagg Yo,Said Sum_Moneybagg Yo
2020-10-24,34,Some Girls,Jameson Rodgers,Some Girls_Jameson Rodgers
2020-10-24,35,Don't Start Now,Dua Lipa,Don't Start Now_Dua Lipa
2020-10-24,36,Runnin,21 Savage & Metro Boomin,Runnin_21 Savage & Metro Boomin
2020-10-24,37,Mood Swings,Pop Smoke Featuring Lil Tjay,Mood Swings_Pop Smoke Featuring Lil Tjay
2020-10-24,38,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,The Woo_Pop Smoke Featuring 50 Cent & Roddy Ricch
2020-10-24,39,Rags2Riches,Rod Wave Featuring ATR Son Son,Rags2Riches_Rod Wave Featuring ATR Son Son
2020-10-24,40,Popstar,DJ Khaled Featuring Drake,Popstar_DJ Khaled Featuring Drake
2020-10-24,41,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,One Beer_HARDY Featuring Lauren Alaina & Devin Dawson
2020-10-24,42,Lovin' On You,Luke Combs,Lovin' On You_Luke Combs
2020-10-24,43,If The World Was Ending,JP Saxe Featuring Julia Michaels,If The World Was Ending_JP Saxe Featuring Julia Michaels
2020-10-24,44,I Should Probably Go To Bed,Dan + Shay,I Should Probably Go To Bed_Dan + Shay
2020-10-24,45,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,Happy Anywhere_Blake Shelton Featuring Gwen Stefani
2020-10-24,46,Tap In,Saweetie,Tap In_Saweetie
2020-10-24,47,Pretty Heart,Parker McCollum,Pretty Heart_Parker McCollum
2020-10-24,48,My Ex's Best Friend,Machine Gun Kelly X blackbear,My Ex's Best Friend_Machine Gun Kelly X blackbear
2020-10-24,49,24,Money Man Featuring Lil Baby,24_Money Man Featuring Lil Baby
2020-10-24,50,Midnight Sky,Miley Cyrus,Midnight Sky_Miley Cyrus
2020-10-24,51,Love You Like I Used To,Russell Dickerson,Love You Like I Used To_Russell Dickerson
2020-10-24,52,Wishing Well,Juice WRLD,Wishing Well_Juice WRLD
2020-10-24,53,Don't Stop,Megan Thee Stallion Featuring Young Thug,Don't Stop_Megan Thee Stallion Featuring Young Thug
2020-10-24,54,Levitating,Dua Lipa,Levitating_Dua Lipa
2020-10-24,55,Hawai,Maluma & The Weeknd,Hawai_Maluma & The Weeknd
2020-10-24,56,7 Summers,Morgan Wallen,7 Summers_Morgan Wallen
2020-10-24,57,You Broke Me First.,Tate McRae,You Broke Me First._Tate McRae
2020-10-24,58,"Baby, I'm Jealous",Bebe Rexha Featuring Doja Cat,"Baby, I'm Jealous_Bebe Rexha Featuring Doja Cat"
2020-10-24,59,Diamonds,Sam Smith,Diamonds_Sam Smith
2020-10-24,60,Heather,Conan Gray,Heather_Conan Gray
2020-10-24,61,Ain't Always The Cowboy,Jon Pardi,Ain't Always The Cowboy_Jon Pardi
2020-10-24,62,Everywhere But On,Matt Stell,Everywhere But On_Matt Stell
2020-10-24,63,Glock In My Lap,21 Savage & Metro Boomin,Glock In My Lap_21 Savage & Metro Boomin
2020-10-24,64,Starting Over,Chris Stapleton,Starting Over_Chris Stapleton
2020-10-24,65,Cool Again,Kane Brown,Cool Again_Kane Brown
2020-10-24,66,Hit Different,SZA Featuring Ty Dolla $ign,Hit Different_SZA Featuring Ty Dolla $ign
2020-10-24,67,Martin & Gina,Polo G,Martin & Gina_Polo G
2020-10-24,68,The Bigger Picture,Lil Baby,The Bigger Picture_Lil Baby
2020-10-24,69,Better Together,Luke Combs,Better Together_Luke Combs
2020-10-24,70,OK Not To Be OK,Marshmello & Demi Lovato,OK Not To Be OK_Marshmello & Demi Lovato
2020-10-24,71,Greece,DJ Khaled Featuring Drake,Greece_DJ Khaled Featuring Drake
2020-10-24,72,Ice Cream,BLACKPINK X Selena Gomez,Ice Cream_BLACKPINK X Selena Gomez
2020-10-24,73,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy","Un Dia (One Day)_J Balvin, Dua Lipa, Bad Bunny & Tainy"
2020-10-24,74,Rich N*gga Sh*t,21 Savage & Metro Boomin Featuring Young Thug,Rich N*gga Sh*t_21 Savage & Metro Boomin Featuring Young Thug
2020-10-24,75,Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko","Relacion_Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko"
2020-10-24,76,B.S.,Jhene Aiko Featuring H.E.R.,B.S._Jhene Aiko Featuring H.E.R.
2020-10-24,77,Do It,Chloe X Halle,Do It_Chloe X Halle
2020-10-24,78,"Big, Big Plans",Chris Lane,"Big, Big Plans_Chris Lane"
2020-10-24,79,Breaking Me,Topic & A7S,Breaking Me_Topic & A7S
2020-10-24,80,U 2 Luv,Ne-Yo & Jeremih,U 2 Luv_Ne-Yo & Jeremih
2020-10-24,81,I Called Mama,Tim McGraw,I Called Mama_Tim McGraw
2020-10-24,82,Kacey Talk,YoungBoy Never Broke Again,Kacey Talk_YoungBoy Never Broke Again
2020-10-24,83,Blind,DaBaby Featuring Young Thug,Blind_DaBaby Featuring Young Thug
2020-10-24,84,Good Time,Niko Moon,Good Time_Niko Moon
2020-10-24,85,Cardigan,Taylor Swift,Cardigan_Taylor Swift
2020-10-24,86,Bloody Valentine,Machine Gun Kelly,Bloody Valentine_Machine Gun Kelly
2020-10-24,87,Girls In The Hood,Megan Thee Stallion,Girls In The Hood_Megan Thee Stallion
2020-10-24,88,Slidin,21 Savage & Metro Boomin,Slidin_21 Savage & Metro Boomin
2020-10-24,89,Smile,Juice WRLD & The Weeknd,Smile_Juice WRLD & The Weeknd
2020-10-24,90,Caramelo,Ozuna x Karol G x Myke Towers,Caramelo_Ozuna x Karol G x Myke Towers
2020-10-24,91,Dollaz On My Head,Gunna Featuring Young Thug,Dollaz On My Head_Gunna Featuring Young Thug
2020-10-24,92,Epidemic,Polo G,Epidemic_Polo G
2020-10-24,93,Put Your Records On,Ritt Momney,Put Your Records On_Ritt Momney
2020-10-24,94,Many Men,21 Savage & Metro Boomin,Many Men_21 Savage & Metro Boomin
2020-10-24,95,Hole In The Bottle,Kelsea Ballerini,Hole In The Bottle_Kelsea Ballerini
2020-10-24,96,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,3 Headed Goat_Lil Durk Featuring Lil Baby & Polo G
